0007GMF5,0,http://www.wikidata.org/entity/Q20738811
000COX8L,0,http://www.wikidata.org/entity/Q2085381
003N085H,0,http://www.wikidata.org/entity/Q1193650
004BXKRV,0,http://www.wikidata.org/entity/Q173387
004JYDE9,0,http://www.wikidata.org/entity/Q515
0078OBYT,0,http://www.wikidata.org/entity/Q726242
0097Z60S,0,http://www.wikidata.org/entity/Q67206691
00A9ALEP,0,http://www.wikidata.org/entity/Q1549591
00HBXBBA,0,http://www.wikidata.org/entity/Q960248
00HJE1Y7,0,http://www.wikidata.org/entity/Q1149652
00HTYHN2,0,http://www.wikidata.org/entity/Q2705481
00I10G25,0,http://www.wikidata.org/entity/Q17268368
00IRPX83,0,http://www.wikidata.org/entity/Q26894053
00K12OZZ,0,http://www.wikidata.org/entity/Q55488
00PK9EAV,0,http://www.wikidata.org/entity/Q67206691
00SJ88QU,0,http://www.wikidata.org/entity/Q736812
00SK367F,0,http://www.wikidata.org/entity/Q30612
00Y71CUO,0,http://www.wikidata.org/entity/Q23058
011QX17K,0,http://www.wikidata.org/entity/Q0
014DK7H2,0,http://www.wikidata.org/entity/Q5
014EXEAH,0,http://www.wikidata.org/entity/Q23011722
015Y4IRN,0,http://www.wikidata.org/entity/Q4167410
019IJI3I,0,http://www.wikidata.org/entity/Q4167410
01ASBECG,0,http://www.wikidata.org/entity/Q50198
01BK10VR,0,http://www.wikidata.org/entity/Q537127
01CVXNN7,0,http://www.wikidata.org/entity/Q47345468
01FK499B,0,http://www.wikidata.org/entity/Q1162835
01GPTYG3,0,http://www.wikidata.org/entity/Q6784672
01GT51NG,0,http://www.wikidata.org/entity/Q486972
01GZBYS9,0,http://www.wikidata.org/entity/Q515
01JUP02P,0,http://www.wikidata.org/entity/Q229390
01MSG1E2,0,http://www.wikidata.org/entity/Q11879590
01R46F57,0,http://www.wikidata.org/entity/Q134556
01XEVW3T,0,http://www.wikidata.org/entity/Q50053
01Y8Q5V2,0,http://www.wikidata.org/entity/Q229390
0239UIY0,0,http://www.wikidata.org/entity/Q811534
026KDS9P,0,http://www.wikidata.org/entity/Q515
029Q4EFG,0,http://www.wikidata.org/entity/Q3231690
02DIJMHP,0,http://www.wikidata.org/entity/Q1298668
02DM97DD,0,http://www.wikidata.org/entity/Q46966
02EHANCC,0,http://www.wikidata.org/entity/Q13414369
02GKTZT3,0,http://www.wikidata.org/entity/Q55662747
02HOP8Y3,0,http://www.wikidata.org/entity/Q1190172
02HQTQEQ,0,http://www.wikidata.org/entity/Q8346700
02J29M79,0,http://www.wikidata.org/entity/Q16521
02M99B87,0,http://www.wikidata.org/entity/Q5
02QOODJB,0,http://www.wikidata.org/entity/Q476028
02WU2FEO,0,http://www.wikidata.org/entity/Q22721
02YSR7X3,0,http://www.wikidata.org/entity/Q22808403
031BJ76J,0,http://www.wikidata.org/entity/Q14514600
032HT2CH,0,http://www.wikidata.org/entity/Q22231106
032JO2P0,0,http://www.wikidata.org/entity/Q1321050
0346MGKZ,0,http://www.wikidata.org/entity/Q50707
034K4CCI,0,http://www.wikidata.org/entity/Q13410454
038BJATC,0,http://www.wikidata.org/entity/Q3863
03EJPCKA,0,http://www.wikidata.org/entity/Q847017
03G56KDL,0,http://www.wikidata.org/entity/Q16945799
03GGMJXY,0,http://www.wikidata.org/entity/Q42998
03IKAPA0,0,http://www.wikidata.org/entity/Q353834
03J5IUGV,0,http://www.wikidata.org/entity/Q55488
03MJAXMN,0,http://www.wikidata.org/entity/Q45400320
03O6EFJD,0,http://www.wikidata.org/entity/Q623605
03Q7BY4S,0,http://www.wikidata.org/entity/Q22808404
03XERDTW,0,http://www.wikidata.org/entity/Q222910
03XHGJCV,0,http://www.wikidata.org/entity/Q15238777
041RYAN0,0,http://www.wikidata.org/entity/Q5260216
043TU8F4,0,http://www.wikidata.org/entity/Q6256
044V93EG,0,http://www.wikidata.org/entity/Q2085381
046EZO3A,0,http://www.wikidata.org/entity/Q515
047ATDU2,0,http://www.wikidata.org/entity/Q47345468
04AAXB86,0,http://www.wikidata.org/entity/Q14970
04AWOCIZ,0,http://www.wikidata.org/entity/Q8036
04B2LW6O,0,http://www.wikidata.org/entity/Q1274559
04C0IB74,0,http://www.wikidata.org/entity/Q5
04EIONJH,0,http://www.wikidata.org/entity/Q62391930
04IGQ3IY,0,http://www.wikidata.org/entity/Q53532033
04J6YYAA,0,http://www.wikidata.org/entity/Q15911738
04JBKXW6,0,http://www.wikidata.org/entity/Q5
04L1UB3E,0,http://www.wikidata.org/entity/Q3455524
04NJM1ZG,0,http://www.wikidata.org/entity/Q44613
04O6MAPY,0,http://www.wikidata.org/entity/Q902814
04P3ULS8,0,http://www.wikidata.org/entity/Q1048525
04Q00MJF,0,http://www.wikidata.org/entity/Q22808403
04TF98U6,0,http://www.wikidata.org/entity/Q23002039
04YON6NE,0,http://www.wikidata.org/entity/Q73364223
050EH4KP,0,http://www.wikidata.org/entity/Q839954
051R3GEB,0,http://www.wikidata.org/entity/Q11315
0536GKRT,0,http://www.wikidata.org/entity/Q8502
054LICKO,0,http://www.wikidata.org/entity/Q5
0551ID3D,0,http://www.wikidata.org/entity/Q1048372
05655AWX,0,http://www.wikidata.org/entity/Q11173
0588YNAM,0,http://www.wikidata.org/entity/Q2996394
05ACM8IK,0,http://www.wikidata.org/entity/Q22231109
05B4XI78,0,http://www.wikidata.org/entity/Q34442
05CM69CP,0,http://www.wikidata.org/entity/Q1145012
05D0GPM0,0,http://www.wikidata.org/entity/Q23442
05DARP3B,0,http://www.wikidata.org/entity/Q612741
05EG0K1D,0,http://www.wikidata.org/entity/Q1143604
05FN1Z73,0,http://www.wikidata.org/entity/Q0
05H1T2B2,0,http://www.wikidata.org/entity/Q47345468
05HFUMWT,0,http://www.wikidata.org/entity/Q16970
05L471TM,0,http://www.wikidata.org/entity/Q0
05MQXJ2P,0,http://www.wikidata.org/entity/Q10862618
05RE3FDK,0,http://www.wikidata.org/entity/Q1549591
05RVYEK8,0,http://www.wikidata.org/entity/Q1147395
05S1NPAC,0,http://www.wikidata.org/entity/Q0
05TJPDVE,0,http://www.wikidata.org/entity/Q0
05TKIEUD,0,http://www.wikidata.org/entity/Q3624078
05UP0T2I,0,http://www.wikidata.org/entity/Q20871353
05ZUUEV0,0,http://www.wikidata.org/entity/Q10876391
064CMFTG,0,http://www.wikidata.org/entity/Q811701
0660JKGS,0,http://www.wikidata.org/entity/Q5633421
067K4XI7,0,http://www.wikidata.org/entity/Q5
06857HUK,0,http://www.wikidata.org/entity/Q13410422
069RM86L,0,http://www.wikidata.org/entity/Q207628
06AN5UKO,0,http://www.wikidata.org/entity/Q1549591
06AZEE6R,0,http://www.wikidata.org/entity/Q13442814
